,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,photo_url
91,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,1649.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
92,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,15.6,Full HD 1920x1080,AMD FX 9830P 3GHz,8GB,1TB HDD,AMD Radeon RX 560,Windows 10,2.45kg,699.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
93,Acer,Aspire 5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2kg,689.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
94,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49kg,1197.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
95,Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,2.65kg,1195.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
96,Asus,Zenbook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,1049.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
97,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.5kg,847.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
98,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,2.2kg,599.9,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
99,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 M430,Linux,2.2kg,485.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
100,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,Nvidia GeForce 920M,Windows 10,2kg,577.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
102,HP,Omen 15-ce007nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,1249.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
103,HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon 530,Windows 10,1.91kg,719.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
104,HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,AMD Radeon R2,Windows 10,2.1kg,349.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
105,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 520,Linux,2.2kg,647.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
106,HP,Envy 13-ad009n,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,1.38kg,1119.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
107,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10 S,1.252kg,1340.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
108,HP,Pavilion 14-BK001nv,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.58kg,659.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
109,Lenovo,Ideapad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,414.9,https://www.pclaptops.com/uploads/sm5newsite643792114.png
110,Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.3kg,1193.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
111,MSI,GP62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2kg,1299.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
112,Lenovo,Thinkpad T470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.58kg,1480.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
113,Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce MX150,Windows 10,1.5kg,1262.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
114,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,1379.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
115,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,1399.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
116,HP,Probook 440,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.63kg,722.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
117,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,1629.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
118,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.26kg,1398.99,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
119,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.63kg,1084.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
120,Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.16kg,1130.33,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
121,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2kg,564.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
122,Asus,VivoBook S15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7kg,1118.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
123,Acer,Spin 3,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.1kg,479.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
124,MSI,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,1.8kg,2241.5,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
125,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,No OS,2.2kg,629.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
126,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Nvidia GeForce 930MX ,Windows 10,2.5kg,1271.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
127,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows 10,2.1kg,451.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
128,HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,No OS,1.86kg,259.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
129,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,1.63kg,812.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
130,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1366x768,AMD E-Series 6110 1.5GHz,4GB,64GB SSD,AMD Radeon R2,Windows 10 S,1.65kg,277.99,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
131,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.8kg,1396.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
132,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.5kg,928.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
133,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,638.99,https://www.pclaptops.com/uploads/sm5newsite643792114.png
134,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg,449.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
135,Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,884.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
136,Acer,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,Nvidia GeForce MX130,Windows 10,2.2kg,572.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
137,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.05kg,598.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
138,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.63kg,988.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
139,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,1.9kg,252.36,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
140,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg,938.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
141,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,No OS,2.2kg,499.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
142,HP,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,699.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
143,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,Nvidia GeForce MX130,Windows 10,3kg,655.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
144,Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,1.75kg,1116.02,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
145,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4kg,869.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
146,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,602.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
147,HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,AMD Radeon R4 Graphics,Windows 10,1.86kg,369.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
148,Asus,ZenBook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.25kg,1099.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
149,HP,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.97kg,2014.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
150,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg,344.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
151,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,2029.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
152,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.1kg,447.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
153,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,1249.26,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
154,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62kg,899.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
155,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,498.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
156,MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.8kg,1890.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
157,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,1082.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
158,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,619.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
159,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.74kg,629.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
160,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,1315.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
161,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56kg,1049.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
163,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,447.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
164,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,2.03kg,403.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
165,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,805.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
166,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Windows 10,2.13kg,728.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,1079.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
168,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.1kg,348.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
169,MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4kg,1799.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
170,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2.1kg,363.51,https://www.pclaptops.com/uploads/sm5newsite643792114.png
171,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,1060.49,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
172,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,854.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
173,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49kg,754.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
174,Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,1349.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
175,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,2TB HDD,AMD Radeon 520,Windows 10,2.71kg,699.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
176,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4GB,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2kg,309.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
177,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2kg,489.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
178,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.5kg,923.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
179,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,459.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
180,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,449.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
181,MSI,GT80S 6QF-074US,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4kg,2799.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows 10,1.90kg,813.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
183,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.29kg,1499.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
184,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,2.02kg,1049.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
